"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"14175998","JK228828","2026-04-23T18:08:00.000","010XX W 71ST ST","502P","OTHER OFFENSE","FALSE / STOLEN / ALTERED TRP","STREET","true","false","0733","007","17","68","26","1170400","1857733","2026","2026-05-01T15:43:47.000","41.765103836","-87.650992396","
,  
(41.765103836, -87.650992396)"
"14176152","JK228825","2026-04-23T18:01:00.000","066XX S LANGLEY AVE","1330","CRIMINAL TRESPASS","TO LAND","RESIDENCE","false","false","0321","003","20","42","26","1182033","1861137","2026","2026-05-01T15:43:47.000","41.774183604","-87.608249138","
,  
(41.774183604, -87.608249138)"
"14176653","JK229537","2026-04-23T18:00:00.000","028XX W 58TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0824","008","15","63","07","1158233","1866056","2026","2026-05-01T15:43:47.000","41.788199558","-87.695361993","
,  
(41.788199558, -87.695361993)"
"14177302","JK229920","2026-04-23T18:00:00.000","100XX S LA SALLE ST","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","RESIDENCE","false","true","0511","005","9","49","04B","1177041","1838454","2026","2026-05-01T15:43:47.000","41.712052712","-87.627231046","
,  
(41.712052712, -87.627231046)"
"14175918","JK228884","2026-04-23T18:00:00.000","030XX W WILSON AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","false","1713","017","33","14","26","1155076","1930362","2026","2026-05-01T15:43:47.000","41.964725531","-87.705212044","
,  
(41.964725531, -87.705212044)"
"14176625","JK229609","2026-04-23T18:00:00.000","030XX S PARNELL AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","false","false","0914","009","11","60","08A","1173119","1884822","2026","2026-05-01T15:43:47.000","41.8393792","-87.640225835","
,  
(41.8393792, -87.640225835)"
"14176125","JK228853","2026-04-23T17:56:00.000","033XX W DOUGLAS BLVD","0454","BATTERY","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY","ALLEY","true","false","1021","010","24","29","08B","1154427","1893260","2026","2026-05-01T15:43:47.000","41.862927485","-87.708591925","
,  
(41.862927485, -87.708591925)"
"14175922","JK228818","2026-04-23T17:53:00.000","042XX N MARINE DR","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","false","1915","019","46","3","26","1171054","1928302","2026","2026-05-01T15:43:47.000","41.958736385","-87.646526104","
,  
(41.958736385, -87.646526104)"
"14175945","JK228815","2026-04-23T17:52:00.000","078XX S DREXEL AVE","1360","CRIMINAL TRESPASS","TO VEHICLE","STREET","true","false","0624","006","8","69","26","1183593","1853165","2026","2026-05-01T15:43:47.000","41.752271418","-87.602778729","
,  
(41.752271418, -87.602778729)"
"14176347","JK229169","2026-04-23T17:50:00.000","006XX W 123RD ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0523","005","21","53","08B","1174473","1823322","2026","2026-05-01T15:43:47.000","41.670585591","-87.637083671","
,  
(41.670585591, -87.637083671)"
"14176217","JK228804","2026-04-23T17:50:00.000","112XX S DR MARTIN LUTHER KING JR DR","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0531","005","9","49","08B","1180908","1830617","2026","2026-05-01T15:43:47.000","41.690459038","-87.613309074","
,  
(41.690459038, -87.613309074)"
"14176032","JK228819","2026-04-23T17:48:00.000","087XX S EXCHANGE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0423","004","10","46","08B","1197282","1847605","2026","2026-05-01T15:43:47.000","41.736684443","-87.552800274","
,  
(41.736684443, -87.552800274)"
"14177174","JK230019","2026-04-23T17:47:00.000","031XX N CLARK ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","1933","019","44","6","06","1170283","1920956","2026","2026-05-01T15:43:47.000","41.93859561","-87.649576033","
,  
(41.93859561, -87.649576033)"
"14176025","JK228748","2026-04-23T17:40:00.000","026XX W WILCOX ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1125","011","27","27","14","1158694","1899254","2026","2026-05-01T15:43:47.000","41.879289336","-87.692763958","
,  
(41.879289336, -87.692763958)"
"14175964","JK228894","2026-04-23T17:40:00.000","077XX N SHERIDAN RD","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","false","false","2422","024","49","1","11","1165393","1951125","2026","2026-05-01T15:43:47.000","42.021485932","-87.666684912","
,  
(42.021485932, -87.666684912)"
"14175908","JK228812","2026-04-23T17:39:00.000","076XX S MARSHFIELD AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false","0611","006","17","71","11","1166670","1854045","2026","2026-05-01T15:43:47.000","41.755063845","-87.664769024","
,  
(41.755063845, -87.664769024)"
"14191928","JK248200","2026-04-23T17:38:00.000","023XX N SHEFFIELD AVE","0460","BATTERY","SIMPLE","APARTMENT","false","true","1811","018","43","7","08B","1169239","1915694","2026","2026-05-12T15:49:04.000","41.924179217","-87.653566283","
,  
(41.924179217, -87.653566283)"
"14176229","JK228754","2026-04-23T17:38:00.000","008XX S WOOD ST","0560","ASSAULT","SIMPLE","CONSTRUCTION SITE","false","false","1231","012","27","28","08A","1164515","1896311","2026","2026-05-01T15:43:47.000","41.871092285","-87.671473561","
,  
(41.871092285, -87.671473561)"
"14176036","JK228762","2026-04-23T17:34:00.000","088XX S CLYDE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","PARK PROPERTY","false","false","0412","004","8","48","04A","1191710","1846872","2026","2026-05-01T15:43:47.000","41.734809881","-87.573237622","
,  
(41.734809881, -87.573237622)"
"14176007","JK228841","2026-04-23T17:31:00.000","070XX S COTTAGE GROVE AVE","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","POLICE FACILITY / VEHICLE PARKING LOT","false","false","0321","003","6","42","26","1182773","1858454","2026","2026-05-01T15:43:47.000","41.76680404","-87.605619683","
,  
(41.76680404, -87.605619683)"
"14176412","JK229259","2026-04-23T17:30:00.000","031XX W LEXINGTON ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1134","011","24","27","14","1155588","1896533","2026","2026-05-01T15:43:47.000","41.871885682","-87.704241945","
,  
(41.871885682, -87.704241945)"
"14176862","JK229904","2026-04-23T17:29:00.000","022XX N SHEFFIELD AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","1811","018","43","7","08A","1169256","1915139","2026","2026-05-01T15:43:47.000","41.922655899","-87.653519985","
,  
(41.922655899, -87.653519985)"
"14176146","JK228787","2026-04-23T17:25:00.000","071XX S RHODES AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","false","0323","003","6","69","08A","1181141","1857837","2026","2026-05-01T15:43:47.000","41.765148663","-87.611620522","
,  
(41.765148663, -87.611620522)"
"14177567","JK230680","2026-04-23T17:20:00.000","001XX N FRANKLIN ST","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false","0122","001","42","32","06","1174303","1901383","2026","2026-05-01T15:43:47.000","41.884797452","-87.635387085","
,  
(41.884797452, -87.635387085)"
"14175928","JK228745","2026-04-23T17:15:00.000","046XX N WINTHROP AVE","0820","THEFT","$500 AND UNDER","SIDEWALK","false","false","1914","019","46","3","06","1168127","1931089","2026","2026-05-01T15:43:47.000","41.96644788","-87.65720599","
,  
(41.96644788, -87.65720599)"
"14175941","JK228742","2026-04-23T17:12:00.000","085XX S PRAIRIE AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","false","0632","006","6","44","08A","1179521","1848505","2026","2026-05-01T15:43:47.000","41.73957775","-87.617842704","
,  
(41.73957775, -87.617842704)"
"14179630","JK233070","2026-04-23T17:12:00.000","037XX W 111TH ST","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","true","2211","022","19","74","26","1153425","1830733","2026","2026-05-01T15:43:47.000","41.691363714","-87.713923451","
,  
(41.691363714, -87.713923451)"
"14176353","JK229125","2026-04-23T17:12:00.000","005XX W HARRISON ST","1581","SEX OFFENSE","NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES","STREET","false","true","0124","001","28","28","17","1172659","1897574","2026","2026-05-01T15:43:47.000","41.874381838","-87.641536792","
,  
(41.874381838, -87.641536792)"
"14179015","JK232019","2026-04-23T17:10:00.000","015XX N MILWAUKEE AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1424","014","1","24","06","1163105","1910334","2026","2026-05-01T15:43:47.000","41.909602239","-87.676255933","
,  
(41.909602239, -87.676255933)"
"14176617","JK229514","2026-04-23T17:10:00.000","006XX W 63RD ST","0890","THEFT","FROM BUILDING","GROCERY FOOD STORE","false","false","0711","007","20","68","06","1173047","1863112","2026","2026-05-01T15:43:47.000","41.779806409","-87.641131698","
,  
(41.779806409, -87.641131698)"
"14175863","JK228692","2026-04-23T17:08:00.000","0000X W MADISON ST","3300","PUBLIC PEACE VIOLATION","PUBLIC DEMONSTRATION","STREET","true","false","0112","001","34","32","24","1175840","1900374","2026","2026-05-01T15:43:47.000","41.881994258","-87.629773427","
,  
(41.881994258, -87.629773427)"
"14175989","JK228725","2026-04-23T17:07:00.000","094XX S ASHLAND AVE","1330","CRIMINAL TRESPASS","TO LAND","GROCERY FOOD STORE","false","false","2221","022","21","73","26","1167325","1842212","2026","2026-05-01T15:43:47.000","41.722578383","-87.662706548","
,  
(41.722578383, -87.662706548)"
"14175896","JK228822","2026-04-23T17:05:00.000","053XX S LAKE SHORE DR SB","0560","ASSAULT","SIMPLE","STREET","false","false","0234","002","5","41","08A","1189297","1870346","2026","2026-05-01T15:43:47.000","41.799282633","-87.581325792","
,  
(41.799282633, -87.581325792)"
"14177156","JK229709","2026-04-23T17:00:00.000","023XX W MOFFAT ST","0890","THEFT","FROM BUILDING","RESIDENCE - GARAGE","false","false","1434","014","32","22","06","1160364","1912184","2026","2026-05-01T15:43:47.000","41.914735955","-87.686273921","
,  
(41.914735955, -87.686273921)"
"14175855","JK228776","2026-04-23T17:00:00.000","033XX W ROOSEVELT RD","0820","THEFT","$500 AND UNDER","OTHER (SPECIFY)","false","false","1134","011","24","29","06","1154409","1894515","2026","2026-05-01T15:43:47.000","41.866371702","-87.708624478","
,  
(41.866371702, -87.708624478)"
"14178075","JK231076","2026-04-23T17:00:00.000","031XX E 77TH ST","0560","ASSAULT","SIMPLE","PARK PROPERTY","false","false","0421","004","7","43","08A","1197993","1855443","2026","2026-05-01T15:43:47.000","41.758174759","-87.549934016","
,  
(41.758174759, -87.549934016)"
"14177703","JK230875","2026-04-23T17:00:00.000","050XX S INDIANA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENCE","false","false","0224","002","3","38","14","1178450","1871751","2026","2026-05-01T15:43:47.000","41.803391597","-87.621061298","
,  
(41.803391597, -87.621061298)"
"14177874","JK230945","2026-04-23T17:00:00.000","052XX S BISHOP ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0934","009","16","61","07","1167556","1869967","2026","2026-05-01T15:43:47.000","41.798736882","-87.661065926","
,  
(41.798736882, -87.661065926)"
"14176755","JK229626","2026-04-23T17:00:00.000","015XX S ALBANY AVE","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","false","false","1022","010","24","29","08B","1155967","1892145","2026","2026-05-01T15:43:47.000","41.859836913","-87.70296877","
,  
(41.859836913, -87.70296877)"
"14177194","JK230133","2026-04-23T17:00:00.000","099XX S FOREST AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","APARTMENT","false","true","0511","005","9","49","26","1179997","1839318","2026","2026-05-01T15:43:47.000","41.714356611","-87.616379078","
,  
(41.714356611, -87.616379078)"
"14176627","JK229565","2026-04-23T16:53:00.000","006XX E 88TH ST","0560","ASSAULT","SIMPLE","RESIDENCE","false","false","0632","006","8","44","08A","1181977","1846771","2026","2026-05-01T15:43:47.000","41.734763071","-87.608897864","
,  
(41.734763071, -87.608897864)"
"14176046","JK228664","2026-04-23T16:47:00.000","037XX W OHIO ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1122","011","27","23","08B","1151435","1903743","2026","2026-05-01T15:43:47.000","41.891753204","-87.719300013","
,  
(41.891753204, -87.719300013)"
"14176066","JK228722","2026-04-23T16:45:00.000","034XX N BOSWORTH AVE","0810","THEFT","OVER $500","STREET","false","false","1922","019","47","6","06","1165370","1922970","2026","2026-05-01T15:43:47.000","41.944228239","-87.667574899","
,  
(41.944228239, -87.667574899)"
"14175943","JK228706","2026-04-23T16:45:00.000","085XX S WOOD ST","0460","BATTERY","SIMPLE","STREET","true","false","0614","006","18","71","08B","1165836","1848051","2026","2026-05-01T15:43:47.000","41.738633189","-87.667995263","
,  
(41.738633189, -87.667995263)"
"14176267","JK229061","2026-04-23T16:45:00.000","019XX W 103RD ST","0820","THEFT","$500 AND UNDER","STREET","false","false","2212","022","19","72","06","1165513","1836368","2026","2026-05-01T15:43:47.000","41.706580053","-87.669508737","
,  
(41.706580053, -87.669508737)"
"14176733","JK229696","2026-04-23T16:45:00.000","078XX S COTTAGE GROVE AVE","0460","BATTERY","SIMPLE","OTHER (SPECIFY)","false","false","0624","006","6","69","08B","1182924","1853169","2026","2026-05-01T15:43:47.000","41.752297956","-87.605230173","
,  
(41.752297956, -87.605230173)"
"14176179","JK228953","2026-04-23T16:40:00.000","109XX S RACINE AVE","0460","BATTERY","SIMPLE","RESIDENCE","false","false","2234","022","21","75","08B","1170274","1832273","2026","2026-05-01T15:43:47.000","41.695240693","-87.652192689","
,  
(41.695240693, -87.652192689)"
"14175947","JK228677","2026-04-23T16:36:00.000","005XX E 79TH ST","0560","ASSAULT","SIMPLE","STREET","false","false","0624","006","6","44","08A","1181399","1852751","2026","2026-05-01T15:43:47.000","41.751186197","-87.610831447","
,  
(41.751186197, -87.610831447)"
"14176181","JK229049","2026-04-23T16:35:00.000","001XX E WALTON PL","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","HOTEL / MOTEL","false","false","1833","018","2","8","06","1177514","1906956","2026","2026-05-01T15:43:47.000","41.900017769","-87.623426629","
,  
(41.900017769, -87.623426629)"
"14175854","JK228659","2026-04-23T16:35:00.000","010XX W ADDISON ST","0820","THEFT","$500 AND UNDER","SPORTS ARENA / STADIUM","false","false","1923","019","44","6","06","1168634","1924088","2026","2026-05-01T15:43:47.000","41.947225886","-87.655545441","
,  
(41.947225886, -87.655545441)"
"14175831","JK228688","2026-04-23T16:32:00.000","010XX W LELAND AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","1914","019","46","3","08A","1168660","1931389","2026","2026-05-01T15:43:47.000","41.967259531","-87.655237517","
,  
(41.967259531, -87.655237517)"
"14187577","JK242888","2026-04-23T16:30:00.000","012XX S KOSTNER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1011","010","24","29","07","1147247","1893936","2026","2026-05-07T15:41:18.000","41.864922864","-87.734931904","
,  
(41.864922864, -87.734931904)"
"14176462","JK229297","2026-04-23T16:30:00.000","012XX W 16TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1233","012","25","28","07","1168548","1892213","2026","2026-05-01T15:43:47.000","41.859760754","-87.656785579","
,  
(41.859760754, -87.656785579)"
"14175909","JK228662","2026-04-23T16:30:00.000","026XX N CLARK ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1935","019","43","7","06","1171818","1918166","2026","2026-05-01T15:43:47.000","41.930906002","-87.644017035","
,  
(41.930906002, -87.644017035)"
"14175968","JK228655","2026-04-23T16:30:00.000","112XX S ADA ST","051A","ASSAULT","AGGRAVATED - HANDGUN","PARK PROPERTY","false","false","2234","022","21","75","04A","1169344","1830008","2026","2026-05-01T15:43:47.000","41.689045293","-87.655662965","
,  
(41.689045293, -87.655662965)"
"14175911","JK228630","2026-04-23T16:30:00.000","012XX W DEVON AVE","0460","BATTERY","SIMPLE","SIDEWALK","true","false","2432","024","49","1","08B","1166946","1942644","2026","2026-05-01T15:43:47.000","41.998180611","-87.661214926","
,  
(41.998180611, -87.661214926)"
"14176452","JK229340","2026-04-23T16:30:00.000","048XX S DREXEL BLVD","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0223","002","4","39","14","1183003","1873107","2026","2026-05-01T15:43:47.000","41.807007819","-87.604321257","
,  
(41.807007819, -87.604321257)"
"14176608","JK229610","2026-04-23T16:30:00.000","002XX S CANAL ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","SIDEWALK","false","false","0121","001","42","28","11","1173178","1899203","2026","2026-05-01T15:43:47.000","41.878840427","-87.639582928","
,  
(41.878840427, -87.639582928)"
"14175880","JK228631","2026-04-23T16:30:00.000","012XX W DEVON AVE","0558","ASSAULT","AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON","CTA BUS","true","false","2432","024","49","1","04A","1166946","1942644","2026","2026-05-01T15:43:47.000","41.998180611","-87.661214926","
,  
(41.998180611, -87.661214926)"
"14176828","JK229805","2026-04-23T16:30:00.000","004XX E BOWEN AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","true","0214","002","3","38","06","1179822","1877577","2026","2026-05-01T15:43:47.000","41.819347317","-87.615851173","
,  
(41.819347317, -87.615851173)"
"14179176","JK232573","2026-04-23T16:30:00.000","021XX W SUPERIOR ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","1221","012","36","24","14","1161967","1904981","2026","2026-05-01T15:43:47.000","41.894937042","-87.680586082","
,  
(41.894937042, -87.680586082)"
"14176406","JK229244","2026-04-23T16:30:00.000","001XX E 70TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0322","003","6","69","07","1178525","1858639","2026","2026-05-01T15:43:47.000","41.767409269","-87.621184531","
,  
(41.767409269, -87.621184531)"
"14175946","JK228772","2026-04-23T16:29:00.000","062XX N SHERIDAN RD","0560","ASSAULT","SIMPLE","STREET","false","false","2433","024","48","77","08A","1168492","1941707","2026","2026-05-01T15:43:47.000","41.995576027","-87.655555029","
,  
(41.995576027, -87.655555029)"
"14175902","JK228651","2026-04-23T16:29:00.000","001XX N STATE ST","0860","THEFT","RETAIL THEFT","COMMERCIAL / BUSINESS OFFICE","false","false","0111","001","34","32","06","1176352","1900918","2026","2026-05-01T15:43:47.000","41.883475491","-87.627876969","
,  
(41.883475491, -87.627876969)"
"14175832","JK228654","2026-04-23T16:28:00.000","064XX S SANGAMON ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0723","007","16","68","08B","1171084","1862099","2026","2026-05-01T15:43:47.000","41.777069754","-87.648357886","
,  
(41.777069754, -87.648357886)"
"14175818","JK228647","2026-04-23T16:27:00.000","035XX N BOSWORTH AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","1922","019","47","6","08B","1165353","1923573","2026","2026-05-01T15:43:47.000","41.945883263","-87.667620169","
,  
(41.945883263, -87.667620169)"
"14176000","JK228721","2026-04-23T16:23:00.000","091XX S CHAPPEL AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","true","false","0413","004","7","48","15","1191435","1844816","2026","2026-05-01T15:43:47.000","41.729174681","-87.57431151","
,  
(41.729174681, -87.57431151)"
"14175895","JK228678","2026-04-23T16:23:00.000","007XX S KENNETH AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","true","true","1131","011","24","26","14","1146812","1896146","2026","2026-05-01T15:43:47.000","41.870995684","-87.736472402","
,  
(41.870995684, -87.736472402)"
"14176039","JK228951","2026-04-23T16:23:00.000","023XX W 79TH ST","502R","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","STREET","false","false","0835","008","18","70","26","1161955","1852197","2026","2026-05-01T15:43:47.000","41.750091905","-87.682099542","
,  
(41.750091905, -87.682099542)"
"14175979","JK228764","2026-04-23T16:21:00.000","021XX S ARCHER AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESTAURANT","false","false","0914","009","11","34","05","1175041","1890069","2026","2026-05-01T15:43:47.000","41.853734592","-87.633016015","
,  
(41.853734592, -87.633016015)"
"14175898","JK228653","2026-04-23T16:13:00.000","050XX N MOZART ST","2890","PUBLIC PEACE VIOLATION","OTHER VIOLATION","SIDEWALK","false","false","2031","020","40","4","24","1156455","1933440","2026","2026-05-01T15:43:47.000","41.973143881","-87.700058157","
,  
(41.973143881, -87.700058157)"
"14175873","JK228649","2026-04-23T16:10:00.000","061XX S WHIPPLE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","false","true","0823","008","15","66","08B","1157103","1863797","2026","2026-05-01T15:43:47.000","41.782023473","-87.699566352","
,  
(41.782023473, -87.699566352)"
"14175953","JK228626","2026-04-23T16:07:00.000","053XX S PULASKI RD","2850","PUBLIC PEACE VIOLATION","BOMB THREAT","HOTEL / MOTEL","false","false","0815","008","23","62","24","1150606","1868988","2026","2026-05-01T15:43:47.000","41.79639731","-87.723251281","
,  
(41.79639731, -87.723251281)"
"14176024","JK228641","2026-04-23T16:06:00.000","086XX S MICHIGAN AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0632","006","6","44","08A","1178662","1847685","2026","2026-05-01T15:43:47.000","41.737347126","-87.62101479","
,  
(41.737347126, -87.62101479)"
"14176920","JK229717","2026-04-23T16:05:00.000","042XX N ST LOUIS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SCHOOL - PUBLIC GROUNDS","false","true","1723","017","33","16","08B","1152297","1927908","2026","2026-05-01T15:43:47.000","41.958047039","-87.71549481","
,  
(41.958047039, -87.71549481)"
"14183777","JK238285","2026-04-23T16:00:00.000","025XX N LINCOLN AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1932","019","43","7","07","1169351","1917287","2026","2026-05-03T15:41:51.000","41.928548052","-87.653108317","
,  
(41.928548052, -87.653108317)"
"14175850","JK228607","2026-04-23T16:00:00.000","071XX S WENTWORTH AVE","0460","BATTERY","SIMPLE","RESIDENCE","false","true","0731","007","6","69","08B","1176196","1857626","2026","2026-05-01T15:43:47.000","41.764682081","-87.629751634","
,  
(41.764682081, -87.629751634)"
"14177008","JK230129","2026-04-23T16:00:00.000","041XX W ADDISON ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false","1731","017","30","16","08B","1147926","1923602","2026","2026-05-01T15:43:47.000","41.946316385","-87.731675415","
,  
(41.946316385, -87.731675415)"
"14178118","JK231075","2026-04-23T16:00:00.000","010XX W ADDISON ST","1242","DECEPTIVE PRACTICE","COMPUTER FRAUD","OTHER (SPECIFY)","false","false","1923","019","44","6","11","1168634","1924088","2026","2026-05-01T15:43:47.000","41.947225886","-87.655545441","
,  
(41.947225886, -87.655545441)"
"14176869","JK228761","2026-04-23T16:00:00.000","001XX W 87TH ST","1330","CRIMINAL TRESPASS","TO LAND","SIDEWALK","false","false","0622","006","21","44","26","1176740","1847273","2026","2026-05-01T15:43:47.000","41.736259984","-87.628068782","
,  
(41.736259984, -87.628068782)"
"14176448","JK229278","2026-04-23T16:00:00.000","027XX W CRYSTAL ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","true","1423","014","26","24","08A","1157921","1908210","2026","2026-05-01T15:43:47.000","41.903881202","-87.695357784","
,  
(41.903881202, -87.695357784)"
"14175791","JK228625","2026-04-23T15:59:00.000","055XX W IRVING PARK RD","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CTA BUS","true","false","1624","016","38","15","26","1138467","1926045","2026","2026-05-01T15:43:47.000","41.95319715","-87.766384733","
,  
(41.95319715, -87.766384733)"
"14175900","JK228684","2026-04-23T15:57:00.000","027XX N CLARK ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","1935","019","43","7","06","1171615","1918633","2026","2026-05-01T15:43:47.000","41.932191946","-87.64474923","
,  
(41.932191946, -87.64474923)"
"14176230","JK228612","2026-04-23T15:55:00.000","021XX W MONROE ST","0460","BATTERY","SIMPLE","STREET","false","false","1223","012","27","28","08B","1162157","1899523","2026","2026-05-01T15:43:47.000","41.879955866","-87.680040875","
,  
(41.879955866, -87.680040875)"
"14176616","JK229496","2026-04-23T15:54:00.000","007XX E 130TH PL","4386","OTHER OFFENSE","VIOLATION OF CIVIL NO CONTACT ORDER","RESIDENCE","false","false","0533","005","10","54","26","1183520","1819069","2026","2026-05-01T15:43:47.000","41.658709382","-87.604104286","
,  
(41.658709382, -87.604104286)"
"14175891","JK228600","2026-04-23T15:50:00.000","0000X E RANDOLPH ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0111","001","42","32","08B","1176496","1901290","2026","2026-05-01T15:43:47.000","41.88449303","-87.627336959","
,  
(41.88449303, -87.627336959)"
"14175861","JK228614","2026-04-23T15:50:00.000","025XX S ST LOUIS AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SIDEWALK","false","false","1024","010","22","30","15","1153439","1886958","2026","2026-05-01T15:43:47.000","41.845653734","-87.712386088","
,  
(41.845653734, -87.712386088)"
"14176209","JK228557","2026-04-23T15:45:00.000","001XX E 35TH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","0211","002","3","35","06","1177920","1881826","2026","2026-05-01T15:43:47.000","41.831050285","-87.622699469","
,  
(41.831050285, -87.622699469)"
"14175963","JK228816","2026-04-23T15:45:00.000","083XX S STONY ISLAND AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","GAS STATION","false","false","0412","004","8","45","04A","1188253","1850180","2026","2026-05-01T15:43:47.000","41.743970443","-87.585797123","
,  
(41.743970443, -87.585797123)"
"14175972","JK228558","2026-04-23T15:43:00.000","030XX S PARNELL AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0914","009","11","60","08A","1173119","1884822","2026","2026-05-01T15:43:47.000","41.8393792","-87.640225835","
,  
(41.8393792, -87.640225835)"
"14175892","JK228621","2026-04-23T15:43:00.000","105XX S PERRY AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true","0512","005","9","49","08A","1177465","1835111","2026","2026-05-01T15:43:47.000","41.702869504","-87.625778844","
,  
(41.702869504, -87.625778844)"
"14176173","JK228586","2026-04-23T15:42:00.000","003XX W 64TH ST","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","false","false","0722","007","20","68","08B","1175044","1862506","2026","2026-05-01T15:43:47.000","41.778099133","-87.633828531","
,  
(41.778099133, -87.633828531)"
"14175877","JK228694","2026-04-23T15:41:00.000","028XX E 77TH ST","1599","SEX OFFENSE","AGG CRIM SEX ABUSE - VIC 13-16 YOA - OFF 5 YR OLDER PENETRAT","RESIDENCE","false","false","0421","004","7","43","17","1196831","1854878","2026","2026-05-01T15:43:47.000","41.756653317","-87.554211288","
,  
(41.756653317, -87.554211288)"
"14176158","JK228636","2026-04-23T15:40:00.000","032XX S BELL AVE","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","false","false","0912","009","12","59","04B","1161885","1882978","2026","2026-05-01T15:43:47.000","41.83456043","-87.681500828","
,  
(41.83456043, -87.681500828)"
"14175885","JK228590","2026-04-23T15:40:00.000","0000X E WACKER DR","1310","CRIMINAL DAMAGE","TO PROPERTY","HOTEL / MOTEL","false","false","0111","001","42","32","14","1176971","1902537","2026","2026-05-01T15:43:47.000","41.887904127","-87.625554948","
,  
(41.887904127, -87.625554948)"
